"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Affiliations","Authors with affiliations","Correspondence Address","Publisher","Document Type","Publication Stage","Open Access","Source","EID"
"Zabala I.; Henriques J.C.C.; Blanco J.M.; Gomez A.; Gato L.M.C.; Bidaguren I.; Falcão A.F.O.; Amezaga A.; Gomes R.P.F.","Zabala, I. (57202846230); Henriques, J.C.C. (36173947400); Blanco, J.M. (35609652200); Gomez, A. (57209130930); Gato, L.M.C. (7004360885); Bidaguren, I. (57208908288); Falcão, A.F.O. (23485073200); Amezaga, A. (58246051300); Gomes, R.P.F. (26030969000)","57202846230; 36173947400; 35609652200; 57209130930; 7004360885; 57208908288; 23485073200; 58246051300; 26030969000","Wave-induced real-fluid effects in marine energy converters: Review and application to OWC devices","2019","Renewable and Sustainable Energy Reviews","111","","","535","549","14","30","10.1016/j.rser.2019.05.025","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85066064377&doi=10.1016%2fj.rser.2019.05.025&partnerID=40&md5=62c4859a33e2c52060ec592bd9553f92","SENER Ingeniería y Sistemas, S.A. Av. Zugazarte 56, Getxo, Spain; LAETA, IDMEC, Instituto Superior Técnico, Universidade de Lisboa, Av. Rovisco Pais, Lisboa, 1049-001, Portugal; Euskal Herriko Unibertsitatea, Plaza Ingeniero Torres Quevedo, 1, Edif. I, Bilbao, 48993, Spain","Zabala I., SENER Ingeniería y Sistemas, S.A. Av. Zugazarte 56, Getxo, Spain, Euskal Herriko Unibertsitatea, Plaza Ingeniero Torres Quevedo, 1, Edif. I, Bilbao, 48993, Spain; Henriques J.C.C., LAETA, IDMEC, Instituto Superior Técnico, Universidade de Lisboa, Av. Rovisco Pais, Lisboa, 1049-001, Portugal; Blanco J.M., Euskal Herriko Unibertsitatea, Plaza Ingeniero Torres Quevedo, 1, Edif. I, Bilbao, 48993, Spain; Gomez A., SENER Ingeniería y Sistemas, S.A. Av. Zugazarte 56, Getxo, Spain; Gato L.M.C., LAETA, IDMEC, Instituto Superior Técnico, Universidade de Lisboa, Av. Rovisco Pais, Lisboa, 1049-001, Portugal; Bidaguren I., Euskal Herriko Unibertsitatea, Plaza Ingeniero Torres Quevedo, 1, Edif. I, Bilbao, 48993, Spain; Falcão A.F.O., LAETA, IDMEC, Instituto Superior Técnico, Universidade de Lisboa, Av. Rovisco Pais, Lisboa, 1049-001, Portugal; Amezaga A., SENER Ingeniería y Sistemas, S.A. Av. Zugazarte 56, Getxo, Spain; Gomes R.P.F., LAETA, IDMEC, Instituto Superior Técnico, Universidade de Lisboa, Av. Rovisco Pais, Lisboa, 1049-001, Portugal","I. Zabala; SENER Ingeniería y Sistemas, Getxo, S.A. Av. Zugazarte 56, Spain; email: inaki.zabala@sener.es","Elsevier Ltd","Article","Final","","Scopus","2-s2.0-85066064377"
"Portillo J.C.C.; Reis P.F.; Henriques J.C.C.; Gato L.M.C.; Falcão A.F.O.","Portillo, J.C.C. (56970941300); Reis, P.F. (57209100403); Henriques, J.C.C. (36173947400); Gato, L.M.C. (7004360885); Falcão, A.F.O. (23485073200)","56970941300; 57209100403; 36173947400; 7004360885; 23485073200","Backward bent-duct buoy or frontward bent-duct buoy? Review, assessment and optimisation","2019","Renewable and Sustainable Energy Reviews","112","","","353","368","15","20","10.1016/j.rser.2019.05.026","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85066475113&doi=10.1016%2fj.rser.2019.05.026&partnerID=40&md5=84cf21ae9cd3bd2911926d21e8c0f9eb","IDMEC, Instituto Superior Técnico, Universidade de Lisboa, Av. Rovisco Pais 1, Lisboa, 1049-001, Portugal","Portillo J.C.C., IDMEC, Instituto Superior Técnico, Universidade de Lisboa, Av. Rovisco Pais 1, Lisboa, 1049-001, Portugal; Reis P.F., IDMEC, Instituto Superior Técnico, Universidade de Lisboa, Av. Rovisco Pais 1, Lisboa, 1049-001, Portugal; Henriques J.C.C., IDMEC, Instituto Superior Técnico, Universidade de Lisboa, Av. Rovisco Pais 1, Lisboa, 1049-001, Portugal; Gato L.M.C., IDMEC, Instituto Superior Técnico, Universidade de Lisboa, Av. Rovisco Pais 1, Lisboa, 1049-001, Portugal; Falcão A.F.O., IDMEC, Instituto Superior Técnico, Universidade de Lisboa, Av. Rovisco Pais 1, Lisboa, 1049-001, Portugal","J.C.C. Portillo; IDMEC, Instituto Superior Técnico, Universidade de Lisboa, Lisboa, Av. Rovisco Pais 1, 1049-001, Portugal; email: juan.portillo@tecnico.ulisboa.pt","Elsevier Ltd","Article","Final","","Scopus","2-s2.0-85066475113"
"Rosati M.; Henriques J.C.C.; Ringwood J.V.","Rosati, M. (57326068000); Henriques, J.C.C. (36173947400); Ringwood, J.V. (6603725188)","57326068000; 36173947400; 6603725188","Oscillating-water-column wave energy converters: A critical review of numerical modelling and control","2022","Energy Conversion and Management: X","16","","100322","","","","24","10.1016/j.ecmx.2022.100322","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85141991057&doi=10.1016%2fj.ecmx.2022.100322&partnerID=40&md5=a12887fb8a8acfa278e6f72736461635","Centre for Ocean Energy Research (COER), Maynooth University, Co. Kildare, Ireland; IDMEC, Instituto Superior Técnico, Department of Mechanical Eng., Universidade de Lisboa, Av. Rovisco Pais, Lisboa, 1049-001, Portugal","Rosati M., Centre for Ocean Energy Research (COER), Maynooth University, Co. Kildare, Ireland; Henriques J.C.C., IDMEC, Instituto Superior Técnico, Department of Mechanical Eng., Universidade de Lisboa, Av. Rovisco Pais, Lisboa, 1049-001, Portugal; Ringwood J.V., Centre for Ocean Energy Research (COER), Maynooth University, Co. Kildare, Ireland","M. Rosati; Centre for Ocean Energy Research (COER), Maynooth University, Co. Kildare, Ireland; email: marco.rosati.2021@mumail.ie","Elsevier Ltd","Review","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85141991057"
"Gomes R.P.F.; Gato L.M.C.; Henriques J.C.C.; Portillo J.C.C.; Howey B.D.; Collins K.M.; Hann M.R.; Greaves D.M.","Gomes, Rui P.F. (26030969000); Gato, Luís M.C. (7004360885); Henriques, João C.C. (36173947400); Portillo, Juan C.C. (56970941300); Howey, Ben D. (57197705559); Collins, Keri M. (52063145800); Hann, Martyn R. (55851687200); Greaves, Deborah M. (7102627638)","26030969000; 7004360885; 36173947400; 56970941300; 57197705559; 52063145800; 55851687200; 7102627638","Compact floating wave energy converters arrays: Mooring loads and survivability through scale physical modelling","2020","Applied Energy","280","","115982","","","","26","10.1016/j.apenergy.2020.115982","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85092482461&doi=10.1016%2fj.apenergy.2020.115982&partnerID=40&md5=88d8bece2f38d527be2bfecc2f578284","IDMEC, Instituto Superior Técnico, Universidade de Lisboa, Av. Rovisco Pais 1, Lisboa, 1049-001, Portugal; School of Engineering, Computing and Mathematics, University of Plymouth, Drake Circus, Plymouth, PL4 8AA, United Kingdom","Gomes R.P.F., IDMEC, Instituto Superior Técnico, Universidade de Lisboa, Av. Rovisco Pais 1, Lisboa, 1049-001, Portugal; Gato L.M.C., IDMEC, Instituto Superior Técnico, Universidade de Lisboa, Av. Rovisco Pais 1, Lisboa, 1049-001, Portugal; Henriques J.C.C., IDMEC, Instituto Superior Técnico, Universidade de Lisboa, Av. Rovisco Pais 1, Lisboa, 1049-001, Portugal; Portillo J.C.C., IDMEC, Instituto Superior Técnico, Universidade de Lisboa, Av. Rovisco Pais 1, Lisboa, 1049-001, Portugal; Howey B.D., School of Engineering, Computing and Mathematics, University of Plymouth, Drake Circus, Plymouth, PL4 8AA, United Kingdom; Collins K.M., School of Engineering, Computing and Mathematics, University of Plymouth, Drake Circus, Plymouth, PL4 8AA, United Kingdom; Hann M.R., School of Engineering, Computing and Mathematics, University of Plymouth, Drake Circus, Plymouth, PL4 8AA, United Kingdom; Greaves D.M., School of Engineering, Computing and Mathematics, University of Plymouth, Drake Circus, Plymouth, PL4 8AA, United Kingdom","R.P.F. Gomes; IDMEC, Instituto Superior Técnico, Universidade de Lisboa, Lisboa, Av. Rovisco Pais 1, 1049-001, Portugal; email: ruigomes@tecnico.ulisboa.pt","Elsevier Ltd","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85092482461"
"Giorgi G.; Gomes R.P.F.; Bracco G.; Mattiazzo G.","Giorgi, Giuseppe (57194196298); Gomes, Rui P. F. (26030969000); Bracco, Giovanni (57194222652); Mattiazzo, Giuliana (6602883396)","57194196298; 26030969000; 57194222652; 6602883396","Numerical investigation of parametric resonance due to hydrodynamic coupling in a realistic wave energy converter","2020","Nonlinear Dynamics","101","1","","153","170","17","30","10.1007/s11071-020-05739-8","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086856524&doi=10.1007%2fs11071-020-05739-8&partnerID=40&md5=4b4e6ac1cfb6238eafcc86c5c5157fea","Department of Mechanical and Aerospace Engineering, Politecnico di Torino, Turin, 10129, Italy; IDMEC, Instituto Superior Técnico, Universidade de Lisboa, Av. Rovisco Pais 1, Lisbon, 1049-001, Portugal","Giorgi G., Department of Mechanical and Aerospace Engineering, Politecnico di Torino, Turin, 10129, Italy; Gomes R.P.F., IDMEC, Instituto Superior Técnico, Universidade de Lisboa, Av. Rovisco Pais 1, Lisbon, 1049-001, Portugal; Bracco G., Department of Mechanical and Aerospace Engineering, Politecnico di Torino, Turin, 10129, Italy; Mattiazzo G., Department of Mechanical and Aerospace Engineering, Politecnico di Torino, Turin, 10129, Italy","G. Giorgi; Department of Mechanical and Aerospace Engineering, Politecnico di Torino, Turin, 10129, Italy; email: giuseppe.giorgi@polito.it","Springer Science and Business Media B.V.","Article","Final","All Open Access; Green Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85086856524"
"Carrelhas A.A.D.; Gato L.M.C.; Falcão A.F.O.; Henriques J.C.C.","Carrelhas, A.A.D. (57208272722); Gato, L.M.C. (7004360885); Falcão, A.F.O. (23485073200); Henriques, J.C.C. (36173947400)","57208272722; 7004360885; 23485073200; 36173947400","Control law design for the air-turbine-generator set of a fully submerged 1.5 MW mWave prototype. Part 2: Experimental validation","2021","Renewable Energy","171","","","1002","1013","11","10","10.1016/j.renene.2021.02.128","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85102264196&doi=10.1016%2fj.renene.2021.02.128&partnerID=40&md5=5963f6995a98bb9605c1dc9120ca333c","IDMEC, Instituto Superior Técnico, Universidade de Lisboa, Av. Rovisco Pais 1, Lisboa, 1049-001, Portugal","Carrelhas A.A.D., IDMEC, Instituto Superior Técnico, Universidade de Lisboa, Av. Rovisco Pais 1, Lisboa, 1049-001, Portugal; Gato L.M.C., IDMEC, Instituto Superior Técnico, Universidade de Lisboa, Av. Rovisco Pais 1, Lisboa, 1049-001, Portugal; Falcão A.F.O., IDMEC, Instituto Superior Técnico, Universidade de Lisboa, Av. Rovisco Pais 1, Lisboa, 1049-001, Portugal; Henriques J.C.C., IDMEC, Instituto Superior Técnico, Universidade de Lisboa, Av. Rovisco Pais 1, Lisboa, 1049-001, Portugal","L.M.C. Gato; IDMEC, Instituto Superior Técnico, Universidade de Lisboa, Lisboa, Av. Rovisco Pais 1, 1049-001, Portugal; email: luis.gato@tecnico.ulisboa.pt","Elsevier Ltd","Article","Final","","Scopus","2-s2.0-85102264196"
"Oikonomou C.L.G.; Gomes R.P.F.; Gato L.M.C.; Falcão A.F.O.","Oikonomou, C.L.G. (57212473842); Gomes, R.P.F. (26030969000); Gato, L.M.C. (7004360885); Falcão, A.F.O. (23485073200)","57212473842; 26030969000; 7004360885; 23485073200","On the dynamics of an array of spar-buoy oscillating water column devices with inter-body mooring connections","2020","Renewable Energy","148","","","309","325","16","23","10.1016/j.renene.2019.11.097","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85076767649&doi=10.1016%2fj.renene.2019.11.097&partnerID=40&md5=b73e760728f01d35fcaacea29d6eaf8f","IDMEC, Instituto Superior Técnico, Universidade de Lisboa, Av. Rovisco Pais, Lisboa, 1049-001, Portugal","Oikonomou C.L.G., IDMEC, Instituto Superior Técnico, Universidade de Lisboa, Av. Rovisco Pais, Lisboa, 1049-001, Portugal; Gomes R.P.F., IDMEC, Instituto Superior Técnico, Universidade de Lisboa, Av. Rovisco Pais, Lisboa, 1049-001, Portugal; Gato L.M.C., IDMEC, Instituto Superior Técnico, Universidade de Lisboa, Av. Rovisco Pais, Lisboa, 1049-001, Portugal; Falcão A.F.O., IDMEC, Instituto Superior Técnico, Universidade de Lisboa, Av. Rovisco Pais, Lisboa, 1049-001, Portugal","C.L.G. Oikonomou; IDMEC, Instituto Superior Técnico, Universidade de Lisboa, Lisboa, Av. Rovisco Pais, 1049-001, Portugal; email: charikleiaoikonomou@tecnico.ulisboa.pt","Elsevier Ltd","Article","Final","","Scopus","2-s2.0-85076767649"
"Governo A.F.L.; Henriques J.C.C.; Gato L.M.C.","Governo, A.F.L. (59129664800); Henriques, J.C.C. (36173947400); Gato, L.M.C. (7004360885)","59129664800; 36173947400; 7004360885","Modelling mooring line snap loads using a high-order finite-volume approach","2023","Ocean Engineering","275","","113803","","","","2","10.1016/j.oceaneng.2023.113803","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85150030031&doi=10.1016%2fj.oceaneng.2023.113803&partnerID=40&md5=530eb91540cefbfd39f63e843ae485a0","IDMEC, Instituto Superior Técnico, Universidade de Lisboa, Av. Rovisco Pais 1, Lisboa, 1049-001, Portugal","Governo A.F.L., IDMEC, Instituto Superior Técnico, Universidade de Lisboa, Av. Rovisco Pais 1, Lisboa, 1049-001, Portugal; Henriques J.C.C., IDMEC, Instituto Superior Técnico, Universidade de Lisboa, Av. Rovisco Pais 1, Lisboa, 1049-001, Portugal; Gato L.M.C., IDMEC, Instituto Superior Técnico, Universidade de Lisboa, Av. Rovisco Pais 1, Lisboa, 1049-001, Portugal","J.C.C. Henriques; IDMEC, Instituto Superior Técnico, Universidade de Lisboa, Lisboa, Av. Rovisco Pais 1, 1049-001, Portugal; email: joaochenriques@tecnico.ulisboa.pt","Elsevier Ltd","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85150030031"
"Falcão A.F.O.; Henriques J.C.C.","Falcão, António F.O. (23485073200); Henriques, João C.C. (36173947400)","23485073200; 36173947400","The spring-like air compressibility effect in oscillating-water-column wave energy converters: Review and analyses","2019","Renewable and Sustainable Energy Reviews","112","","","483","498","15","55","10.1016/j.rser.2019.04.040","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85066875479&doi=10.1016%2fj.rser.2019.04.040&partnerID=40&md5=d56179455628d5e2f296abd2c486050c","IDMEC/LAETA, Instituto Superior Técnico, Universidade de Lisboa, Av. Rovisco Pais 1, Lisbon, 1049-001, Portugal","Falcão A.F.O., IDMEC/LAETA, Instituto Superior Técnico, Universidade de Lisboa, Av. Rovisco Pais 1, Lisbon, 1049-001, Portugal; Henriques J.C.C., IDMEC/LAETA, Instituto Superior Técnico, Universidade de Lisboa, Av. Rovisco Pais 1, Lisbon, 1049-001, Portugal","A.F.O. Falcão; IDMEC/LAETA, Instituto Superior Técnico, Universidade de Lisboa, Lisbon, Av. Rovisco Pais 1, 1049-001, Portugal; email: antonio.falcao@tecnico.ulisboa.pt","Elsevier Ltd","Article","Final","","Scopus","2-s2.0-85066875479"
"Oikonomou C.L.G.; Gomes R.P.F.; Gato L.M.C.","Oikonomou, Charikleia L.G. (57212473842); Gomes, Rui P.F. (26030969000); Gato, Luís M.C. (7004360885)","57212473842; 26030969000; 7004360885","Unveiling the potential of using a spar-buoy oscillating-water-column wave energy converter for low-power stand-alone applications","2021","Applied Energy","292","","116835","","","","22","10.1016/j.apenergy.2021.116835","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103754362&doi=10.1016%2fj.apenergy.2021.116835&partnerID=40&md5=ee1b6bbb38fccf809a9ae21fc2578151","IDMEC, Instituto Superior Técnico, Universidade de Lisboa, Av. Rovisco Pais 1, Lisbon, 1049-001, Portugal","Oikonomou C.L.G., IDMEC, Instituto Superior Técnico, Universidade de Lisboa, Av. Rovisco Pais 1, Lisbon, 1049-001, Portugal; Gomes R.P.F., IDMEC, Instituto Superior Técnico, Universidade de Lisboa, Av. Rovisco Pais 1, Lisbon, 1049-001, Portugal; Gato L.M.C., IDMEC, Instituto Superior Técnico, Universidade de Lisboa, Av. Rovisco Pais 1, Lisbon, 1049-001, Portugal","L.M.C. Gato; IDMEC, Instituto Superior Técnico, Universidade de Lisboa, Lisbon, Av. Rovisco Pais 1, 1049-001, Portugal; email: luis.gato@tecnico.ulisboa.pt","Elsevier Ltd","Article","Final","","Scopus","2-s2.0-85103754362"
"Gomes R.P.F.; Henriques J.C.C.; Gato L.M.C.; Falcão A.F.O.","Gomes, R.P.F. (26030969000); Henriques, J.C.C. (36173947400); Gato, L.M.C. (7004360885); Falcão, A.F.O. (23485073200)","26030969000; 36173947400; 7004360885; 23485073200","Time-domain simulation of a slack-moored floating oscillating water column and validation with physical model tests","2020","Renewable Energy","149","","","165","180","15","49","10.1016/j.renene.2019.11.159","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85076672424&doi=10.1016%2fj.renene.2019.11.159&partnerID=40&md5=79301117db31c174a828706818899f96","IDMEC, Instituto Superior Técnico, Universidade de Lisboa, Av. Rovisco Pais 1, Lisboa, 1049-001, Portugal","Gomes R.P.F., IDMEC, Instituto Superior Técnico, Universidade de Lisboa, Av. Rovisco Pais 1, Lisboa, 1049-001, Portugal; Henriques J.C.C., IDMEC, Instituto Superior Técnico, Universidade de Lisboa, Av. Rovisco Pais 1, Lisboa, 1049-001, Portugal; Gato L.M.C., IDMEC, Instituto Superior Técnico, Universidade de Lisboa, Av. Rovisco Pais 1, Lisboa, 1049-001, Portugal; Falcão A.F.O., IDMEC, Instituto Superior Técnico, Universidade de Lisboa, Av. Rovisco Pais 1, Lisboa, 1049-001, Portugal","R.P.F. Gomes; IDMEC, Instituto Superior Técnico, Universidade de Lisboa, Lisboa, Av. Rovisco Pais 1, 1049-001, Portugal; email: ruigomes@tecnico.ulisboa.pt","Elsevier Ltd","Article","Final","","Scopus","2-s2.0-85076672424"
"Davidson J.; Henriques J.C.C.; Gomes R.P.F.; Galeazzi R.","Davidson, Josh (56421137900); Henriques, João C. C. (36173947400); Gomes, Rui P. F. (26030969000); Galeazzi, Roberto (34879594900)","56421137900; 36173947400; 26030969000; 34879594900","Opening the air-chamber of an oscillating water column spar buoy wave energy converter to avoid parametric resonance","2021","IET Renewable Power Generation","15","14","","3109","3125","16","4","10.1049/rpg2.12204","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85106603023&doi=10.1049%2frpg2.12204&partnerID=40&md5=3c85e7935486d4e7559bb7d67480036b","Department of Fluid Mechanics, Faculty of Mechanical Engineering Budapest University of Technology and Economics, Budapest, Hungary; IDMEC, Instituto Superior Técnico, Universidade de Lisboa, Lisbon, Portugal; Department of Electrical Engineering, Technical University of Denmark, Lyngby, Denmark","Davidson J., Department of Fluid Mechanics, Faculty of Mechanical Engineering Budapest University of Technology and Economics, Budapest, Hungary; Henriques J.C.C., IDMEC, Instituto Superior Técnico, Universidade de Lisboa, Lisbon, Portugal; Gomes R.P.F., IDMEC, Instituto Superior Técnico, Universidade de Lisboa, Lisbon, Portugal; Galeazzi R., Department of Electrical Engineering, Technical University of Denmark, Lyngby, Denmark","R. Galeazzi; Department of Electrical Engineering, Technical University of Denmark, Lyngby, Denmark; email: davidson@ara.bme.hu","John Wiley and Sons Inc","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85106603023"
"Portillo J.C.C.; Gato L.M.C.; Henriques J.C.C.; Falcão A.F.O.","Portillo, J.C.C. (56970941300); Gato, L.M.C. (7004360885); Henriques, J.C.C. (36173947400); Falcão, A.F.O. (23485073200)","56970941300; 7004360885; 36173947400; 23485073200","Implications of spring-like air compressibility effects in floating coaxial-duct OWCs: Experimental and numerical investigation","2023","Renewable Energy","212","","","478","491","13","3","10.1016/j.renene.2023.04.143","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85159864591&doi=10.1016%2fj.renene.2023.04.143&partnerID=40&md5=a3514be09621a8ed15d5af66f9212d1d","IDMEC, Instituto Superior Técnico, Universidade de Lisboa, Av. Rovisco Pais 1, Lisbon, 1049-001, Portugal","Portillo J.C.C., IDMEC, Instituto Superior Técnico, Universidade de Lisboa, Av. Rovisco Pais 1, Lisbon, 1049-001, Portugal; Gato L.M.C., IDMEC, Instituto Superior Técnico, Universidade de Lisboa, Av. Rovisco Pais 1, Lisbon, 1049-001, Portugal; Henriques J.C.C., IDMEC, Instituto Superior Técnico, Universidade de Lisboa, Av. Rovisco Pais 1, Lisbon, 1049-001, Portugal; Falcão A.F.O., IDMEC, Instituto Superior Técnico, Universidade de Lisboa, Av. Rovisco Pais 1, Lisbon, 1049-001, Portugal","J.C.C. Portillo; IDMEC, Instituto Superior Técnico, Universidade de Lisboa, Lisbon, Av. Rovisco Pais 1, 1049-001, Portugal; email: juan.portillo@tecnico.ulisboa.pt","Elsevier Ltd","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85159864591"
"Ribeiro e Silva S.; Gomes R.P.F.; Lopes B.S.; Carrelhas A.A.D.; Gato L.M.C.; Henriques J.C.C.; Gordo J.M.; Falcão A.F.O.","Ribeiro e Silva, S. (8326956700); Gomes, R.P.F. (26030969000); Lopes, B.S. (57205304774); Carrelhas, A.A.D. (57208272722); Gato, L.M.C. (7004360885); Henriques, J.C.C. (36173947400); Gordo, J.M. (6603900980); Falcão, A.F.O. (23485073200)","8326956700; 26030969000; 57205304774; 57208272722; 7004360885; 36173947400; 6603900980; 23485073200","Model testing of a floating wave energy converter with an internal U-shaped oscillating water column","2021","Energy Conversion and Management","240","","114211","","","","8","10.1016/j.enconman.2021.114211","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85110481593&doi=10.1016%2fj.enconman.2021.114211&partnerID=40&md5=5774ad4881ce03383b7dcbd23e26bb4c","CENTEC, Instituto Superior Técnico, Universidade de Lisboa, Av. Rovisco Pais 1, Lisboa, 1049-001, Portugal; IDMEC, Instituto Superior Técnico, Universidade de Lisboa, Av. Rovisco Pais 1, Lisboa, 1049-001, Portugal","Ribeiro e Silva S., CENTEC, Instituto Superior Técnico, Universidade de Lisboa, Av. Rovisco Pais 1, Lisboa, 1049-001, Portugal; Gomes R.P.F., IDMEC, Instituto Superior Técnico, Universidade de Lisboa, Av. Rovisco Pais 1, Lisboa, 1049-001, Portugal; Lopes B.S., IDMEC, Instituto Superior Técnico, Universidade de Lisboa, Av. Rovisco Pais 1, Lisboa, 1049-001, Portugal; Carrelhas A.A.D., IDMEC, Instituto Superior Técnico, Universidade de Lisboa, Av. Rovisco Pais 1, Lisboa, 1049-001, Portugal; Gato L.M.C., IDMEC, Instituto Superior Técnico, Universidade de Lisboa, Av. Rovisco Pais 1, Lisboa, 1049-001, Portugal; Henriques J.C.C., IDMEC, Instituto Superior Técnico, Universidade de Lisboa, Av. Rovisco Pais 1, Lisboa, 1049-001, Portugal; Gordo J.M., CENTEC, Instituto Superior Técnico, Universidade de Lisboa, Av. Rovisco Pais 1, Lisboa, 1049-001, Portugal; Falcão A.F.O., IDMEC, Instituto Superior Técnico, Universidade de Lisboa, Av. Rovisco Pais 1, Lisboa, 1049-001, Portugal","R.P.F. Gomes; IDMEC, Instituto Superior Técnico, Universidade de Lisboa, Lisboa, Av. Rovisco Pais 1, 1049-001, Portugal; email: ruigomes@tecnico.ulisboa.pt","Elsevier Ltd","Article","Final","","Scopus","2-s2.0-85110481593"
"Gato L.M.C.; Henriques J.C.C.; Carrelhas A.A.D.","Gato, L.M.C. (7004360885); Henriques, J.C.C. (36173947400); Carrelhas, A.A.D. (57208272722)","7004360885; 36173947400; 57208272722","Sea trial results of the biradial and Wells turbines at Mutriku wave power plant","2022","Energy Conversion and Management","268","","115936","","","","12","10.1016/j.enconman.2022.115936","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85135420112&doi=10.1016%2fj.enconman.2022.115936&partnerID=40&md5=9fe826f2f2619280617e5fdd4894f331","LAETA, IDMEC, Instituto Superior Técnico, Universidade de Lisboa, Av. Rovisco Pais, Lisboa, 1049-001, Portugal","Gato L.M.C., LAETA, IDMEC, Instituto Superior Técnico, Universidade de Lisboa, Av. Rovisco Pais, Lisboa, 1049-001, Portugal; Henriques J.C.C., LAETA, IDMEC, Instituto Superior Técnico, Universidade de Lisboa, Av. Rovisco Pais, Lisboa, 1049-001, Portugal; Carrelhas A.A.D., LAETA, IDMEC, Instituto Superior Técnico, Universidade de Lisboa, Av. Rovisco Pais, Lisboa, 1049-001, Portugal","L.M.C. Gato; LAETA, IDMEC, Instituto Superior Técnico, Universidade de Lisboa, Lisboa, Av. Rovisco Pais, 1049-001, Portugal; email: luis.gato@tecnico.ulisboa.pt","Elsevier Ltd","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85135420112"
"Kelly T.; Zabala I.; Peña-Sanchez Y.; Penalba M.; Ringwood J.V.; Henriques J.C.C.; Blanco J.M.","Kelly, Thomas (57196629285); Zabala, Iñaki (57202846230); Peña-Sanchez, Yerai (57200690246); Penalba, Markel (57190173438); Ringwood, John V. (6603725188); Henriques, João C. C. (36173947400); Blanco, Jesús M. (35609652200)","57196629285; 57202846230; 57200690246; 57190173438; 6603725188; 36173947400; 35609652200","A post-processing technique for removing ‘irregular frequencies’ and other issues in the results from BEM solvers","2022","International Marine Energy Journal","5","1","","123","131","8","2","10.36688/imej.5.123-131","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85133125548&doi=10.36688%2fimej.5.123-131&partnerID=40&md5=ca522ce5bb0099727af55cc2c66a16d2","Centre for Renewable Energy at Dundalk IT, Ireland; SENER Inge-niería y Sistemas, S.A., Av. Zugazarte 56, Getxo, 48930, Spain; Centre for Ocean Energy Research (COER), Maynooth University, Co. Kildare, Ireland; Mon-dragon University, Loramendi Kalea, 4, Arrasate, 20500, Spain; IDMEC, Instituto Superior Técnico, Universidade de Lisboa, Av. Rovisco Pais, Lisboa, 1049-001, Portugal; University of the Basque Country (UPV/EHU), Plaza Ingeniero Torres Quevedo 1, Bilbao, 48130, Spain","Kelly T., Centre for Renewable Energy at Dundalk IT, Ireland; Zabala I., SENER Inge-niería y Sistemas, S.A., Av. Zugazarte 56, Getxo, 48930, Spain; Peña-Sanchez Y., Centre for Ocean Energy Research (COER), Maynooth University, Co. Kildare, Ireland; Penalba M., Mon-dragon University, Loramendi Kalea, 4, Arrasate, 20500, Spain; Ringwood J.V., Centre for Ocean Energy Research (COER), Maynooth University, Co. Kildare, Ireland; Henriques J.C.C., IDMEC, Instituto Superior Técnico, Universidade de Lisboa, Av. Rovisco Pais, Lisboa, 1049-001, Portugal; Blanco J.M., University of the Basque Country (UPV/EHU), Plaza Ingeniero Torres Quevedo 1, Bilbao, 48130, Spain","","European Wave and Tidal Energy Conference","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85133125548"
